date,co2,date_2,subset,GP_CO2_periodic_preds,GP_CO2_periodic_std,GP_CO2_non-periodic_preds,GP_CO2_non-periodic_std,GP_CO2_simple RBF_preds,GP_CO2_simple RBF_std
1960-01-02,315.7,1960.0054644808743,train,315.70003542912195,0.004472034873720384,316.00702467602343,0.34615652421799686,315.9786423345628,0.32282733485993437
1960-01-09,316.4,1960.0245901639344,train,316.39997261036746,0.004472048652273741,316.1323260615036,0.34761696573424655,316.1605268387698,0.3283733532351204
1960-01-16,316.7,1960.0437158469945,test_interp,316.4306069991471,0.31536918381468687,316.24885255659785,0.3491247344529924,316.32979243105933,0.3345156597363804
1960-01-23,316.5,1960.0628415300546,train,316.50000068851017,0.00447205993947032,316.3658772174406,0.35048730966115554,316.46769545120014,0.3368808969504616
1960-01-30,316.6,1960.0819672131147,test_interp,316.6004481732316,0.3158853359866379,316.49273473720024,0.35156098616714365,316.5836936189356,0.3350159155636256
1960-02-06,316.6,1960.1010928961748,train,316.60001829897163,0.0044720490590200584,316.637818089149,0.35226324518910984,316.7005311341692,0.3311377935986734
1960-02-13,316.9,1960.120218579235,train,316.9000003907251,0.004472048448900568,316.80768193343056,0.3525708628525648,316.83269216696,0.3311494466153022
1960-02-20,317.4,1960.139344262295,test_interp,317.04307832389946,0.31596541584619053,317.00634293598307,0.352510013361751,316.98837102687526,0.3350437521103921
1960-02-27,317.0,1960.1584699453551,train,317.0000285336589,0.0044720603970587695,317.2348450764491,0.3521439842682909,317.1796529745359,0.33696541718880113
1960-03-05,316.9,1960.1775956284152,test_interp,317.4303407392592,0.31592030057519704,317.49112782753275,0.3515614260343548,317.41678719234824,0.33502247979798566
1960-03-12,317.7,1960.1967213114754,train,317.70000561462643,0.004472048245527387,317.7702002893813,0.35086506360096525,317.6970938525676,0.33099314082693515
1960-03-19,318.0,1960.2158469945355,train,318.0000012311499,0.004472047991310896,318.0645892187125,0.35015926054956137,318.00804597029565,0.33021711342667165
1960-03-26,317.7,1960.2349726775956,test_interp,318.2752715528133,0.31588337383314397,318.3649978459927,0.3495356339488979,318.3338085358959,0.3311595315370107
1960-04-02,318.6,1960.2540983606557,train,318.6000122472833,0.004472047940467596,318.66108955100333,0.34905846769705345,318.6526383723233,0.3278828377665505
1960-04-09,319.3,1960.2732240437158,train,319.2999525561811,0.00447203411106859,318.94229900655324,0.34875406054986113,318.9419739062933,0.3249488099247197
1960-04-16,319.0,1960.292349726776,train,319.0000261981762,0.004472048855646904,319.1985750447277,0.34860831830225436,319.19693289631334,0.32787318913552954
1960-04-23,319.0,1960.311475409836,test_interp,319.33783729709336,0.3158096134107958,319.42097419941035,0.34857414120920255,319.4308137776477,0.3311422845250978
1960-04-30,319.7,1960.3306010928961,train,319.6999927372171,0.004472047889624296,319.6020497232437,0.34858584471950554,319.64780656589613,0.3300792903245062
1960-05-07,319.9,1960.3497267759562,train,319.89998482777764,0.0044720471269747205,319.7360142513442,0.3485746984887722,319.8262054220794,0.33007151534999585
1960-05-14,319.8,1960.3688524590164,test_interp,319.86127321158136,0.31575897642742484,319.81869030588996,0.3484798867245003,319.933045437566,0.33111772298130326
1960-05-21,320.0,1960.3879781420765,train,319.9999878674762,0.004472048753960324,319.8472960564438,0.3482528775344884,319.9483930273516,0.3278342802954162
1960-05-28,320.0,1960.4071038251366,train,319.9999713990967,0.004472034924563832,319.82013891789154,0.34785809828670067,319.8776386040082,0.32490041151461824
1960-06-04,319.4,1960.4262295081967,train,319.40002560884597,0.004472048652273741,319.7363025273998,0.34727566398600834,319.7416267555003,0.3277885587951471
1960-06-11,320.0,1960.4453551912568,test_interp,319.3905527877087,0.3152160677474227,319.59541100154706,0.346510405757892,319.5501623812024,0.33065759181999127
1960-06-18,319.4,1960.464480874317,train,319.3999858292257,0.004472048143840792,319.3975379891036,0.34560590385952766,319.29879407904116,0.32747734759034736
1960-06-25,319.0,1960.483606557377,train,318.99998124768274,0.004472034822876936,319.1432991809285,0.3446557163183068,319.00421359321507,0.3226591365945162
1960-07-02,318.1,1960.5027322404371,train,318.10006230778043,0.004472035483841726,318.8341299752367,0.343800838727777,318.7120810942884,0.32074311148276946
1960-07-09,318.6,1960.5218579234972,train,318.59996351849543,0.004472035432998284,318.472710825273,0.3432058094061895,318.4394824401041,0.320499707782578
1960-07-16,318.4,1960.5409836065573,train,318.3999718374833,0.0044720353313113985,318.06346790983844,0.34301567406915767,318.13837760968755,0.320506006232062
1960-07-23,317.9,1960.5601092896175,train,317.8999786449468,0.004472034873720384,317.6130522099741,0.34330795049608015,317.7478874005322,0.32050228449916146
1960-07-30,317.3,1960.5792349726776,train,317.29998054714963,0.004472035890589241,317.13069046762826,0.34406063087217253,317.25777339598557,0.32048915144644724
1960-08-06,316.6,1960.5983606557377,train,316.6000277148527,0.004472035992276115,316.62830918998867,0.3451532124558785,316.7007283531593,0.32078707173264404
1960-08-13,316.7,1960.6174863387978,train,316.69992574243804,0.004472034924563832,316.1203574954732,0.3464030769911451,316.119446094154,0.3235361758353033
1960-08-20,315.1,1960.636612021858,train,315.1000720229017,0.004472049262393203,315.62329309464053,0.3476220241079641,315.5650512073581,0.3325684309198786
1960-08-27,314.7,1960.655737704918,test_interp,315.01515234898477,0.33498445231642454,315.1547426740025,0.34866767549245875,315.08713116759805,0.3434850016556536
1960-09-03,314.7,1960.6748633879781,test_interp,314.78953385038966,0.33510213113345066,314.73239653060125,0.34946753187047186,314.69305549117803,0.34347719452822684
1960-09-10,314.5,1960.6939890710382,train,314.4999975950516,0.004472049160706632,314.37274020069765,0.35000788200087923,314.34613506513847,0.3325947120668344
1960-09-17,314.2,1960.7131147540983,train,314.19997756066755,0.004472036551553875,314.0897564408491,0.3502981656524697,314.0302103197925,0.323933153784714
1960-09-24,313.3,1960.7322404371585,train,313.30006095765594,0.004472035534685168,313.8937444344781,0.35033456880333946,313.7920806564601,0.3239206590668558
1960-10-01,313.6,1960.7513661202186,train,313.6000050074263,0.004472048499743862,313.7903971553858,0.3500873095550022,313.69451393783885,0.33255858276900546
1960-10-08,313.3,1960.7704918032787,test_interp,313.819283916177,0.33510024885250567,313.7802529302375,0.34952277442453006,313.7441133786845,0.3434283858275314
1960-10-15,313.9,1960.7896174863388,test_interp,313.9682637486048,0.33499297283200535,313.8585966281476,0.34865065356777997,313.89003073227656,0.3434471323673389
1960-10-22,314.2,1960.808743169399,train,314.1999889825752,0.004472047787937693,314.0158350340877,0.347568725371632,314.08243581293453,0.3325624440405037
1960-10-29,314.2,1960.827868852459,train,314.20001310991734,0.004472035534685168,314.2383166354269,0.3464738139346606,314.30758836707685,0.3235577523649112
1960-11-05,314.5,1960.8469945355191,train,314.5000140459832,0.004472035839745804,314.509515429361,0.3456202571821874,314.567834888643,0.32081313270353906
1960-11-12,315.1,1960.8661202185792,train,315.09997530417377,0.004472035534685168,314.8114578936394,0.3452329867114728,314.8522886190312,0.32051969851964696
1960-11-19,315.1,1960.8852459016393,train,315.100013438854,0.0044720352804679545,315.12624681056934,0.34540992111277186,315.1406124756551,0.3207881454116879
1960-11-26,315.4,1960.9043715846994,train,315.40000466640646,0.004472034619503133,315.43752788576677,0.34606202986966467,315.42104386993043,0.322803232166914
1960-12-03,315.8,1960.9234972677596,train,315.7999914506604,0.004472048652273741,315.7317552872163,0.34692716519961875,315.6899179799607,0.3283099440385469
1960-12-10,316.0,1960.9426229508197,test_interp,315.9866282052403,0.3152128577585722,315.9991382933572,0.34765910558842583,315.94254598657795,0.3343839267542558
1960-12-17,316.2,1960.9617486338798,train,316.1999978372028,0.004472059125979627,316.2341892329577,0.3479561793080745,316.17489928620853,0.33666608882952365
1960-12-24,316.4,1960.98087431694,test_interp,316.39904075404667,0.3151843284394077,316.43583769068016,0.3476753632795432,316.3878591297851,0.3343959758873707
1960-12-31,316.6,1961.0,train,316.5999951706214,0.004472047889624296,316.60712196694925,0.34688462866934683,316.5822973243582,0.32833447472015614
1961-01-07,316.7,1961.0191780821917,train,316.70000887163854,0.004472035534685168,316.75488952410257,0.3458287617901285,316.7519285771238,0.32283362192731047
1961-01-14,317.0,1961.0383561643835,train,316.9999889279827,0.00447203629733672,316.8876447458623,0.34483615424192565,316.8870687551195,0.32084976027968604
1961-01-21,317.0,1961.0575342465754,train,317.0000083351447,0.004472035687215489,317.0157452407422,0.3441766979289686,316.9978061599385,0.3205827421046099
1961-01-28,317.0,1961.0767123287671,train,317.00001111454526,0.004472034873720384,317.14968537746614,0.34395945095754893,317.12388731462204,0.3205671350286881
1961-02-04,317.0,1961.0958904109589,train,317.0000401186476,0.0044720353313113985,317.29894997795833,0.3441083774128912,317.3037423750638,0.3207986541949259
1961-02-11,317.7,1961.1150684931506,train,317.69998156051014,0.004472035992276115,317.47103266375893,0.3444283691817889,317.5310957491678,0.3226833167619719
1961-02-18,317.9,1961.1342465753426,train,317.89999236240436,0.0044720488048036145,317.6706986232067,0.34472604272663243,317.7641937197498,0.3275180548529864
1961-02-25,318.0,1961.1534246575343,test_interp,317.9332186113029,0.3156312006740741,317.89954226562145,0.3449228945584235,317.9808934702527,0.3307335398873446
1961-03-04,318.0,1961.172602739726,train,318.0000170746939,0.004472047482877872,318.15585842223715,0.34510372117814064,318.1991932459024,0.3276071625973362
1961-03-11,318.5,1961.1917808219177,train,318.49999426012397,0.0044720352296245105,318.4348146872832,0.34547478664895315,318.44059947451706,0.3227804075214557
1961-03-18,318.9,1961.2109589041097,train,318.8999703464909,0.004472035636372049,318.72888507393026,0.3462491093935191,318.7029227804904,0.32086740810937914
1961-03-25,318.7,1961.2301369863014,train,318.70003526872625,0.00447203604311955,319.02848371333744,0.34751342850129463,318.97525892098463,0.3209574780235592
1961-04-01,319.4,1961.2493150684932,train,319.39997190243434,0.004472035941432678,319.32272353081765,0.34914481474447534,319.2531799005694,0.32408429565945707
1961-04-08,319.5,1961.268493150685,train,319.5000048719774,0.004472049211549918,319.6002195829948,0.35082305265424785,319.532457588111,0.33561036145091205
1961-04-15,318.9,1961.2876712328766,test_interp,319.72045282719455,0.3364356176338578,319.8498601232951,0.35213688103758506,319.8042101321855,0.35395565508706794
1961-04-22,319.7,1961.3068493150686,test_interp,319.960320755766,0.3570073346390355,320.0614797340297,0.3527364458640014,320.0564487825831,0.36349576954449553
1961-04-29,319.6,1961.3260273972603,test_interp,320.2319504148478,0.33648295791182886,320.2263864982448,0.35246612931110594,320.2707190149044,0.35394438143213786
1961-05-06,320.6,1961.345205479452,train,320.5999676570088,0.004472049313236488,320.3377169536608,0.3514247401875854,320.4210571465662,0.33558146340427464
1961-05-13,320.4,1961.3643835616438,train,320.40000894059324,0.004472036602397304,320.3906157569775,0.34993114679444126,320.4837663171854,0.3240882785579642
1961-05-20,320.6,1961.3835616438357,train,320.599973032339,0.004472036348180152,320.38225864165514,0.3484092960918151,320.4497574214331,0.32123215511499587
1961-05-27,320.3,1961.4027397260274,train,320.30000006738476,0.004472035432998284,320.3117545479723,0.347237739621429,320.3302158038584,0.3228205901203714
1961-06-03,320.0,1961.4219178082192,train,320.0000114846751,0.004472048550587156,320.1799734179688,0.34662501537472473,320.1519382790352,0.3276726497005025
1961-06-10,320.0,1961.441095890411,test_interp,319.88172314577054,0.31582155226234204,319.9893486425382,0.3465624929067031,319.9415953333631,0.3308538325058641
1961-06-17,319.6,1961.4602739726026,train,319.6000090979119,0.0044720488048036145,319.7436972496203,0.3468699814112082,319.7077677869009,0.32788462500483656
1961-06-24,319.4,1961.4794520547946,train,319.4000028225123,0.0044720353313113985,319.44808763014726,0.3473048447799584,319.4337891256472,0.3249170780380013
1961-07-01,319.2,1961.4986301369863,train,319.1999939763487,0.004472048753960324,319.1087661694147,0.3476786710968981,319.09022202545714,0.3278212578324594
1961-07-08,319.0,1961.517808219178,test_interp,318.88823983351335,0.31578010762433206,318.73313376544587,0.34792919172294506,318.66996283672825,0.33077115276302227
1961-07-15,318.4,1961.5369863013698,train,318.3999790568219,0.004472048042154195,318.32974453204884,0.34812152860709,318.22087123211713,0.32789347517921424
1961-07-22,317.1,1961.5561643835617,train,317.100107835706,0.004472036093962985,317.90828556275727,0.34838588731673376,317.82399985857984,0.32502097504750566
1961-07-29,317.9,1961.5753424657535,train,317.89995595322483,0.004472049211549918,317.479491262215,0.3488252327023446,317.51638203149673,0.32799139546496936
1961-08-05,317.9,1961.5945205479452,test_interp,317.52514401505965,0.31622576493244303,317.0549499807356,0.3494377199408672,317.24453794374585,0.33128552233255854
1961-08-12,317.3,1961.613698630137,train,317.2999661601775,0.0044720471269747205,316.64677440760073,0.3500905043758706,316.91148121125343,0.330289894036415
1961-08-19,316.7,1961.6328767123289,train,316.6999869865074,0.004472048753960324,316.2671286115838,0.35055723007003653,316.466985170475,0.33101257722840666
1961-08-26,315.2,1961.6520547945206,test_interp,315.96843877315627,0.3161683209435718,315.9276304780057,0.3506028733913852,315.95304625343994,0.3350133646906185
1961-09-02,315.2,1961.6712328767123,train,315.2000424682692,0.004472059786940826,315.6386743289746,0.3500806409760664,315.47723929449666,0.3368810710964308
1961-09-09,314.9,1961.690410958904,test_interp,315.0711251312419,0.31573160632228703,315.4087401796543,0.3490029832484516,315.1473325764465,0.3345344455331818
1961-09-16,314.5,1961.7095890410958,train,314.50005440623227,0.004472047787937693,315.24376931608873,0.347559817735974,315.0107635423361,0.3284042655857795
1961-09-23,315.0,1961.7287671232878,train,314.9999987882584,0.004472035788902366,315.14668781949786,0.346075337689159,315.029681923345,0.32285837625220726
1961-09-30,315.6,1961.7479452054795,train,315.5999263400979,0.004472035534685168,315.11714919795656,0.34491521941516,315.11619759159055,0.320864158574934
1961-10-07,314.9,1961.7671232876712,train,314.90002944374015,0.004472035636372049,315.1515452736183,0.3443743904230466,315.20860347227716,0.3205946631559059
1961-10-14,315.4,1961.786301369863,train,315.3999581802102,0.00447203512793762,315.2433036983549,0.34458542616272236,315.3072463511042,0.32057694298764156
1961-10-21,315.4,1961.805479452055,train,315.3999978069895,0.004472035992276115,315.3834551853779,0.3454818982745556,315.43610668792536,0.3208865259333106
1961-10-28,315.7,1961.8246575342466,train,315.69997693425904,0.004472035382154842,315.56141886323263,0.34682873236971473,315.5989119476594,0.3236241769321904
1961-11-04,315.8,1961.8438356164384,train,315.7999955116004,0.004472047686251089,315.76592520338113,0.3483033943086752,315.78275254941497,0.33264924160508275
1961-11-11,315.7,1961.86301369863,test_interp,315.9705759513811,0.33512514662183485,315.98597709997637,0.3495933211295736,315.979462033751,0.34359272297157123
1961-11-18,316.2,1961.8821917808218,test_interp,316.2463996362718,0.3351463946797507,316.2117437798465,0.350474905366403,316.18835737611937,0.34362772279140863
1961-11-25,316.5,1961.9013698630138,train,316.49999177740085,0.004472049669139465,316.4352902606798,0.3508535868193953,316.40653397328015,0.3329903151791743
1961-12-02,316.5,1961.9205479452055,train,316.50002493014364,0.0044720353313113985,316.65106598634424,0.35076291645884783,316.6239733726013,0.32590125276313187
1961-12-09,317.0,1961.9397260273972,train,316.9999879454207,0.004472048753960324,316.8561070886058,0.35033421817537136,316.82910842787146,0.32802072101297364
1961-12-16,316.9,1961.958904109589,test_interp,317.1196596306524,0.31639510216774797,317.04994309676846,0.34975382686209705,317.02296181918655,0.33126589644741683
1961-12-23,317.1,1961.978082191781,train,317.1000200487192,0.004472047686251089,317.2342357188078,0.3492221182475222,317.2245627556645,0.3302130825587354
1961-12-30,317.4,1961.9972602739726,train,317.400005925257,0.004472048042154195,317.4122094696583,0.34892096008901013,317.44739552391485,0.33022839388715236
1962-01-06,317.9,1962.0164383561644,test_interp,317.73746497761965,0.31630997339620553,317.5879570896757,0.3489888240361668,317.66878120406926,0.3313026995039881
1962-01-13,318.1,1962.035616438356,train,318.09997956913793,0.004472048703117033,317.7657139304566,0.34950007285228063,317.8432997929801,0.3280103693079049
1962-01-20,318.0,1962.054794520548,train,317.9999964345964,0.004472036093962985,317.94919360471806,0.3504480540763598,317.9588213069073,0.32518110805762046
1962-01-27,317.7,1962.0739726027398,train,317.70004572270335,0.004472048906490194,318.14106291111693,0.35173736977649844,318.06455963624677,0.32887600733673467
1962-02-03,318.0,1962.0931506849315,test_interp,318.16963162260356,0.3161614177000252,318.3426098150401,0.3531935045897741,318.2291526403817,0.334929249526846
1962-02-10,318.3,1962.1123287671232,train,318.3000197646667,0.004472060803804018,318.5536278908506,0.3545942094440734,318.47814043630405,0.3382836635989049
1962-02-17,318.9,1962.131506849315,test_interp,318.7432368697191,0.3163082268931416,318.7725086694625,0.3557178908994305,318.7780802385028,0.3404175961276064
1962-02-24,319.3,1962.150684931507,train,319.2999608608081,0.004472062278255237,318.9965044339036,0.3563950776187382,319.0714546286834,0.34453019970970494
1962-03-03,319.2,1962.1698630136987,test_interp,319.177524851488,0.33572794452626353,319.22210221477144,0.35654539867734836,319.32083258261326,0.3491695904019699
